Valid pixels(%) > 50,Satellite,Site name,Date,DOY,Site value,h,v,line,samp,c6Doy
GBOV_LP03_L08_CPER_20180611_20180611_001_UOS_V3.0_README.TXT,L08,CPER,20180611,2018162,0.36435507476329804,10,4,2203.77,173.89,2018161
GBOV_LP03_L08_CPER_20180620_20180620_001_UOS_V3.0_README.TXT,L08,CPER,20180620,2018171,0.564785870462656,10,4,2203.77,173.89,2018169
GBOV_LP03_L08_DELA_20180718_20180718_001_UOS_V3.0_README.TXT,L08,DELA,20180718,2018199,4.392758688201075,10,5,1789.49,1435.02,2018193
GBOV_LP03_L08_DSNY_20180309_20180309_001_UOS_V3.0_README.TXT,L08,DSNY,20180309,2018068,0.8051599736015002,10,6,449.49,1962.62,2018065
GBOV_LP03_L08_DSNY_20180325_20180325_001_UOS_V3.0_README.TXT,L08,DSNY,20180325,2018084,1.6721970078845818,10,6,449.49,1962.62,2018081
GBOV_LP03_L08_DSNY_20180426_20180426_001_UOS_V3.0_README.TXT,L08,DSNY,20180426,2018116,2.579560546392805,10,6,449.49,1962.62,2018113
GBOV_LP03_L08_DSNY_20180613_20180613_001_UOS_V3.0_README.TXT,L08,DSNY,20180613,2018164,3.078182436954016,10,6,449.49,1962.62,2018161
GBOV_LP03_L08_DSNY_20181003_20181003_001_UOS_V3.0_README.TXT,L08,DSNY,20181003,2018276,1.7780235070931285,10,6,449.49,1962.62,2018273
GBOV_LP03_L08_DSNY_20181019_20181019_001_UOS_V3.0_README.TXT,L08,DSNY,20181019,2018292,1.1294940089763597,10,6,449.49,1962.62,2018289
GBOV_LP03_L08_GUAN_20180208_20180208_001_UOS_V3.0_README.TXT,L08,GUAN,20180208,2018039,1.4754301973929007,11,7,486.81,1533.85,2018033
GBOV_LP03_L08_GUAN_20180224_20180224_001_UOS_V3.0_README.TXT,L08,GUAN,20180224,2018055,2.3072568160295486,11,7,486.81,1533.85,2018049
GBOV_LP03_L08_GUAN_20180328_20180328_001_UOS_V3.0_README.TXT,L08,GUAN,20180328,2018087,2.97418607711792,11,7,486.81,1533.85,2018081
GBOV_LP03_L08_GUAN_20180413_20180413_001_UOS_V3.0_README.TXT,L08,GUAN,20180413,2018103,3.0399846568399544,11,7,486.81,1533.85,2018097
GBOV_LP03_L08_GUAN_20180429_20180429_001_UOS_V3.0_README.TXT,L08,GUAN,20180429,2018119,3.185244219303131,11,7,486.81,1533.85,2018113
GBOV_LP03_L08_GUAN_20180515_20180515_001_UOS_V3.0_README.TXT,L08,GUAN,20180515,2018135,3.0994462645053864,11,7,486.81,1533.85,2018129
GBOV_LP03_L08_GUAN_20180531_20180531_001_UOS_V3.0_README.TXT,L08,GUAN,20180531,2018151,2.840385630130768,11,7,486.81,1533.85,2018145
GBOV_LP03_L08_GUAN_20180616_20180616_001_UOS_V3.0_README.TXT,L08,GUAN,20180616,2018167,2.594862130880356,11,7,486.81,1533.85,2018161
GBOV_LP03_L08_GUAN_20180702_20180702_001_UOS_V3.0_README.TXT,L08,GUAN,20180702,2018183,2.927128264904022,11,7,486.81,1533.85,2018177
GBOV_LP03_L08_GUAN_20180718_20180718_001_UOS_V3.0_README.TXT,L08,GUAN,20180718,2018199,2.899863275056033,11,7,486.81,1533.85,2018193
GBOV_LP03_L08_GUAN_20180803_20180803_001_UOS_V3.0_README.TXT,L08,GUAN,20180803,2018215,2.8047261834144592,11,7,486.81,1533.85,2018209
GBOV_LP03_L08_GUAN_20180819_20180819_001_UOS_V3.0_README.TXT,L08,GUAN,20180819,2018231,2.9665217848234278,11,7,486.81,1533.85,2018225
GBOV_LP03_L08_GUAN_20181209_20181209_001_UOS_V3.0_README.TXT,L08,GUAN,20181209,2018343,1.231336327134699,11,7,486.81,1533.85,2018337
GBOV_LP03_L08_HARV_20180421_20180421_001_UOS_V3.0_README.TXT,L08,HARV,20180421,2018111,0.9813139992952347,12,4,1790.43,1636.72,2018105
GBOV_LP03_L08_HARV_20180507_20180507_001_UOS_V3.0_README.TXT,L08,HARV,20180507,2018127,1.8455136454105376,12,4,1790.43,1636.72,2018121
GBOV_LP03_L08_JERC_20180314_20180314_001_UOS_V3.0_README.TXT,L08,JERC,20180314,2018073,0.6879960149526596,10,5,2112.74,1858.18,2018073
GBOV_LP03_L08_JERC_20180408_20180408_001_UOS_V3.0_README.TXT,L08,JERC,20180408,2018098,1.869320365190506,10,5,2112.74,1858.18,2018097
GBOV_LP03_L08_JERC_20180424_20180424_001_UOS_V3.0_README.TXT,L08,JERC,20180424,2018114,2.659400777518749,10,5,2112.74,1858.18,2018113
GBOV_LP03_L08_JERC_20180501_20180501_001_UOS_V3.0_README.TXT,L08,JERC,20180501,2018121,2.666940859556198,10,5,2112.74,1858.18,2018121
GBOV_LP03_L08_JERC_20180510_20180510_001_UOS_V3.0_README.TXT,L08,JERC,20180510,2018130,2.7638224613666535,10,5,2112.74,1858.18,2018129
GBOV_LP03_L08_JERC_20180729_20180729_001_UOS_V3.0_README.TXT,L08,JERC,20180729,2018210,3.189721227896334,10,5,2112.74,1858.18,2018209
GBOV_LP03_L08_JERC_20180814_20180814_001_UOS_V3.0_README.TXT,L08,JERC,20180814,2018226,3.0773216113448143,10,5,2112.74,1858.18,2018225
GBOV_LP03_L08_JERC_20180915_20180915_001_UOS_V3.0_README.TXT,L08,JERC,20180915,2018258,2.223520285012771,10,5,2112.74,1858.18,2018257
GBOV_LP03_L08_JERC_20181024_20181024_001_UOS_V3.0_README.TXT,L08,JERC,20181024,2018297,0.711777241740908,10,5,2112.74,1858.18,2018297
GBOV_LP03_L08_JORN_20180417_20180417_001_UOS_V3.0_README.TXT,L08,JORN,20180417,2018107,0.4216651614010334,8,5,1777.73,2394.9,2018105
GBOV_LP03_L08_JORN_20180503_20180503_001_UOS_V3.0_README.TXT,L08,JORN,20180503,2018123,0.35930951714515685,8,5,1777.73,2394.9,2018121
GBOV_LP03_L08_JORN_20180519_20180519_001_UOS_V3.0_README.TXT,L08,JORN,20180519,2018139,0.24274243474006651,8,5,1777.73,2394.9,2018137
GBOV_LP03_L08_JORN_20180604_20180604_001_UOS_V3.0_README.TXT,L08,JORN,20180604,2018155,0.21054801329819842,8,5,1777.73,2394.9,2018153
GBOV_LP03_L08_JORN_20180620_20180620_001_UOS_V3.0_README.TXT,L08,JORN,20180620,2018171,0.20375466257333755,8,5,1777.73,2394.9,2018169
GBOV_LP03_L08_JORN_20180722_20180722_001_UOS_V3.0_README.TXT,L08,JORN,20180722,2018203,0.3401737856864929,8,5,1777.73,2394.9,2018201
GBOV_LP03_L08_JORN_20180807_20180807_001_UOS_V3.0_README.TXT,L08,JORN,20180807,2018219,0.42487136512994766,8,5,1777.73,2394.9,2018217
GBOV_LP03_L08_JORN_20180823_20180823_001_UOS_V3.0_README.TXT,L08,JORN,20180823,2018235,0.4375088469684124,8,5,1777.73,2394.9,2018233
GBOV_LP03_L08_JORN_20180924_20180924_001_UOS_V3.0_README.TXT,L08,JORN,20180924,2018267,0.2777338452931297,8,5,1777.73,2394.9,2018265
GBOV_LP03_L08_KONA_20180430_20180430_001_UOS_V3.0_README.TXT,L08,KONA,20180430,2018120,0.36089841515311727,10,5,212.99,1207.9,2018113
GBOV_LP03_L08_KONA_20180601_20180601_001_UOS_V3.0_README.TXT,L08,KONA,20180601,2018152,0.9881893964856863,10,5,212.99,1207.9,2018145
GBOV_LP03_L08_KONA_20180617_20180617_001_UOS_V3.0_README.TXT,L08,KONA,20180617,2018168,1.040467954645253,10,5,212.99,1207.9,2018161
GBOV_LP03_L08_KONA_20180703_20180703_001_UOS_V3.0_README.TXT,L08,KONA,20180703,2018184,1.0196249210834503,10,5,212.99,1207.9,2018177
GBOV_LP03_L08_KONA_20180719_20180719_001_UOS_V3.0_README.TXT,L08,KONA,20180719,2018200,1.2335147032834062,10,5,212.99,1207.9,2018193
GBOV_LP03_L08_LAJA_20180123_20180123_001_UOS_V3.0_README.TXT,L08,LAJA,20180123,2018023,0.23645934254034526,11,7,474.4,1490.8,2018017
GBOV_LP03_L08_LAJA_20180208_20180208_001_UOS_V3.0_README.TXT,L08,LAJA,20180208,2018039,0.34305906999442315,11,7,474.4,1490.8,2018033
GBOV_LP03_L08_LAJA_20180328_20180328_001_UOS_V3.0_README.TXT,L08,LAJA,20180328,2018087,0.8874127344049588,11,7,474.4,1490.8,2018081
GBOV_LP03_L08_LAJA_20180515_20180515_001_UOS_V3.0_README.TXT,L08,LAJA,20180515,2018135,0.9453463102738882,11,7,474.4,1490.8,2018129
GBOV_LP03_L08_LAJA_20180616_20180616_001_UOS_V3.0_README.TXT,L08,LAJA,20180616,2018167,0.7417079359292984,11,7,474.4,1490.8,2018161
GBOV_LP03_L08_LAJA_20180702_20180702_001_UOS_V3.0_README.TXT,L08,LAJA,20180702,2018183,0.8542677279223095,11,7,474.4,1490.8,2018177
GBOV_LP03_L08_LAJA_20180904_20180904_001_UOS_V3.0_README.TXT,L08,LAJA,20180904,2018247,1.0462204370026786,11,7,474.4,1490.8,2018241
GBOV_LP03_L08_LAJA_20181107_20181107_001_UOS_V3.0_README.TXT,L08,LAJA,20181107,2018311,0.7846946299684291,11,7,474.4,1490.8,2018305
GBOV_LP03_L08_LAJA_20181209_20181209_001_UOS_V3.0_README.TXT,L08,LAJA,20181209,2018343,0.18937623467710282,11,7,474.4,1490.8,2018337
GBOV_LP03_L08_NIWO_20180611_20180611_001_UOS_V3.0_README.TXT,L08,NIWO,20180611,2018162,0.5855663162469864,9,4,2386.47,2203.54,2018161
GBOV_LP03_L08_NIWO_20180627_20180627_001_UOS_V3.0_README.TXT,L08,NIWO,20180627,2018178,0.7297727231468473,9,4,2386.47,2203.54,2018177
GBOV_LP03_L08_NIWO_20180729_20180729_001_UOS_V3.0_README.TXT,L08,NIWO,20180729,2018210,0.8317212635278701,9,4,2386.47,2203.54,2018209
GBOV_LP03_L08_NIWO_20180830_20180830_001_UOS_V3.0_README.TXT,L08,NIWO,20180830,2018242,0.29176130208529927,9,4,2386.47,2203.54,2018241
GBOV_LP03_L08_NIWO_20180915_20180915_001_UOS_V3.0_README.TXT,L08,NIWO,20180915,2018258,0.024157672530661027,9,4,2386.47,2203.54,2018257
GBOV_LP03_L08_ONAQ_20180506_20180506_001_UOS_V3.0_README.TXT,L08,ONAQ,20180506,2018126,0.5189746311306953,9,4,2356.88,978.91,2018121
GBOV_LP03_L08_ONAQ_20180607_20180607_001_UOS_V3.0_README.TXT,L08,ONAQ,20180607,2018158,0.3996516065299511,9,4,2356.88,978.91,2018153
GBOV_LP03_L08_ONAQ_20180614_20180614_001_UOS_V3.0_README.TXT,L08,ONAQ,20180614,2018165,0.1440259763598442,9,4,2356.88,978.91,2018161
GBOV_LP03_L08_ONAQ_20180623_20180623_001_UOS_V3.0_README.TXT,L08,ONAQ,20180623,2018174,0.38573216885328293,9,4,2356.88,978.91,2018169
GBOV_LP03_L08_ONAQ_20180630_20180630_001_UOS_V3.0_README.TXT,L08,ONAQ,20180630,2018181,0.14903385914862155,9,4,2356.88,978.91,2018177
GBOV_LP03_L08_ONAQ_20180716_20180716_001_UOS_V3.0_README.TXT,L08,ONAQ,20180716,2018197,0.23873209118843078,9,4,2356.88,978.91,2018193
GBOV_LP03_L08_ONAQ_20180810_20180810_001_UOS_V3.0_README.TXT,L08,ONAQ,20180810,2018222,0.41539783015847204,9,4,2356.88,978.91,2018217
GBOV_LP03_L08_ONAQ_20180826_20180826_001_UOS_V3.0_README.TXT,L08,ONAQ,20180826,2018238,0.1843356927107463,9,4,2356.88,978.91,2018233
GBOV_LP03_L08_ONAQ_20180902_20180902_001_UOS_V3.0_README.TXT,L08,ONAQ,20180902,2018245,0.19985418872613656,9,4,2356.88,978.91,2018241
GBOV_LP03_L08_ONAQ_20180911_20180911_001_UOS_V3.0_README.TXT,L08,ONAQ,20180911,2018254,0.04873419529758394,9,4,2356.88,978.91,2018249
GBOV_LP03_L08_ONAQ_20180918_20180918_001_UOS_V3.0_README.TXT,L08,ONAQ,20180918,2018261,0.07196871870580841,9,4,2356.88,978.91,2018257
GBOV_LP03_L08_ORNL_20180501_20180501_001_UOS_V3.0_README.TXT,L08,ORNL,20180501,2018121,3.244508993625641,11,5,968.11,427.4,2018121
GBOV_LP03_L08_ORNL_20180805_20180805_001_UOS_V3.0_README.TXT,L08,ORNL,20180805,2018217,3.687030202334689,11,5,968.11,427.4,2018217
GBOV_LP03_L08_OSBS_20180316_20180316_001_UOS_V3.0_README.TXT,L08,OSBS,20180316,2018075,1.0155845656991005,10,6,77.22,2099.01,2018073
GBOV_LP03_L08_OSBS_20180417_20180417_001_UOS_V3.0_README.TXT,L08,OSBS,20180417,2018107,2.260633402941178,10,6,77.22,2099.01,2018105
GBOV_LP03_L08_OSBS_20180426_20180426_001_UOS_V3.0_README.TXT,L08,OSBS,20180426,2018116,2.354707604393046,10,6,77.22,2099.01,2018113
GBOV_LP03_L08_OSBS_20180512_20180512_001_UOS_V3.0_README.TXT,L08,OSBS,20180512,2018132,2.753553691536489,10,6,77.22,2099.01,2018129
GBOV_LP03_L08_OSBS_20180706_20180706_001_UOS_V3.0_README.TXT,L08,OSBS,20180706,2018187,2.4758354984223843,10,6,77.22,2099.01,2018185
GBOV_LP03_L08_SCBI_20180426_20180426_001_UOS_V3.0_README.TXT,L08,SCBI,20180426,2018116,1.3354806715250016,11,5,265.2,2203.28,2018113
GBOV_LP03_L08_SCBI_20180512_20180512_001_UOS_V3.0_README.TXT,L08,SCBI,20180512,2018132,3.898806177004419,11,5,265.2,2203.28,2018129
GBOV_LP03_L08_SRER_20180508_20180508_001_UOS_V3.0_README.TXT,L08,SRER,20180508,2018128,0.17473116360604762,8,5,1940.94,1419.03,2018121
GBOV_LP03_L08_SRER_20180625_20180625_001_UOS_V3.0_README.TXT,L08,SRER,20180625,2018176,0.028437468528362184,8,5,1940.94,1419.03,2018169
GBOV_LP03_L08_SRER_20180727_20180727_001_UOS_V3.0_README.TXT,L08,SRER,20180727,2018208,0.2086286599934101,8,5,1940.94,1419.03,2018201
GBOV_LP03_L08_SRER_20180812_20180812_001_UOS_V3.0_README.TXT,L08,SRER,20180812,2018224,0.3627307838201523,8,5,1940.94,1419.03,2018217
GBOV_LP03_L08_SRER_20180828_20180828_001_UOS_V3.0_README.TXT,L08,SRER,20180828,2018240,0.54930032402277,8,5,1940.94,1419.03,2018233
GBOV_LP03_L08_SRER_20180913_20180913_001_UOS_V3.0_README.TXT,L08,SRER,20180913,2018256,0.5492736161971579,8,5,1940.94,1419.03,2018249
GBOV_LP03_L08_SRER_20180929_20180929_001_UOS_V3.0_README.TXT,L08,SRER,20180929,2018272,0.3517588920107013,8,5,1940.94,1419.03,2018265
GBOV_LP03_L08_STEI_20180504_20180504_001_UOS_V3.0_README.TXT,L08,STEI,20180504,2018124,1.0945725068449974,11,4,1077.35,1731.83,2018121
GBOV_LP03_L08_STEI_20180520_20180520_001_UOS_V3.0_README.TXT,L08,STEI,20180520,2018140,2.2046951305866243,11,4,1077.35,1731.83,2018137
GBOV_LP03_L08_STEI_20180527_20180527_001_UOS_V3.0_README.TXT,L08,STEI,20180527,2018147,3.5522427712717364,11,4,1077.35,1731.83,2018145
GBOV_LP03_L08_STEI_20180723_20180723_001_UOS_V3.0_README.TXT,L08,STEI,20180723,2018204,3.9254065960952915,11,4,1077.35,1731.83,2018201
GBOV_LP03_L08_STEI_20180815_20180815_001_UOS_V3.0_README.TXT,L08,STEI,20180815,2018227,3.526970280541314,11,4,1077.35,1731.83,2018225
GBOV_LP03_L08_STER_20180613_20180613_001_UOS_V3.0_README.TXT,L08,STER,20180613,2018164,0.7402456539626024,10,4,2288.63,386.25,2018161
GBOV_LP03_L08_STER_20180629_20180629_001_UOS_V3.0_README.TXT,L08,STER,20180629,2018180,0.6163816596522476,10,4,2288.63,386.25,2018177
GBOV_LP03_L08_STER_20180731_20180731_001_UOS_V3.0_README.TXT,L08,STER,20180731,2018212,0.7017809097468853,10,4,2288.63,386.25,2018209
GBOV_LP03_L08_STER_20180816_20180816_001_UOS_V3.0_README.TXT,L08,STER,20180816,2018228,0.6274948366964707,10,4,2288.63,386.25,2018225
GBOV_LP03_L08_STER_20180917_20180917_001_UOS_V3.0_README.TXT,L08,STER,20180917,2018260,0.06887546573814593,10,4,2288.63,386.25,2018257
GBOV_LP03_L08_TALL_20180413_20180413_001_UOS_V3.0_README.TXT,L08,TALL,20180413,2018103,2.095134717045408,10,5,1691.39,1599.03,2018097
GBOV_LP03_L08_TALL_20180515_20180515_001_UOS_V3.0_README.TXT,L08,TALL,20180515,2018135,3.2692623942085866,10,5,1691.39,1599.03,2018129
GBOV_LP03_L08_TALL_20180718_20180718_001_UOS_V3.0_README.TXT,L08,TALL,20180718,2018199,3.3545170384224017,10,5,1691.39,1599.03,2018193
GBOV_LP03_L08_UNDE_20180511_20180511_001_UOS_V3.0_README.TXT,L08,UNDE,20180511,2018131,1.4742737218089725,11,4,903.35,1935.23,2018129
GBOV_LP03_L08_UNDE_20180520_20180520_001_UOS_V3.0_README.TXT,L08,UNDE,20180520,2018140,1.7174809118922876,11,4,903.35,1935.23,2018137
GBOV_LP03_L08_WOOD_20180521_20180521_001_UOS_V3.0_README.TXT,L08,WOOD,20180521,2018141,0.4492521958053112,11,4,688.72,594.74,2018137
GBOV_LP03_L08_WOOD_20180606_20180606_001_UOS_V3.0_README.TXT,L08,WOOD,20180606,2018157,0.7756714332103729,11,4,688.72,594.74,2018153
GBOV_LP03_L08_WOOD_20180613_20180613_001_UOS_V3.0_README.TXT,L08,WOOD,20180613,2018164,1.0928086864948272,11,4,688.72,594.74,2018161
GBOV_LP03_L08_WOOD_20180715_20180715_001_UOS_V3.0_README.TXT,L08,WOOD,20180715,2018196,1.1215233474969863,11,4,688.72,594.74,2018193
GBOV_LP03_L08_WOOD_20180724_20180724_001_UOS_V3.0_README.TXT,L08,WOOD,20180724,2018205,0.769236778318882,11,4,688.72,594.74,2018201
GBOV_LP03_L08_WOOD_20180731_20180731_001_UOS_V3.0_README.TXT,L08,WOOD,20180731,2018212,0.9209054803848267,11,4,688.72,594.74,2018209
GBOV_LP03_L08_WOOD_20180809_20180809_001_UOS_V3.0_README.TXT,L08,WOOD,20180809,2018221,0.5345574703812599,11,4,688.72,594.74,2018217
GBOV_LP03_L08_WOOD_20180816_20180816_001_UOS_V3.0_README.TXT,L08,WOOD,20180816,2018228,0.49425565838813784,11,4,688.72,594.74,2018225
GBOV_LP03_L08_WOOD_20180901_20180901_001_UOS_V3.0_README.TXT,L08,WOOD,20180901,2018244,0.10210082107674211,11,4,688.72,594.74,2018241
GBOV_LP03_S2A_BART_20180508_20180508_001_UOS_V3.0_README.TXT,S2A,BART,20180508,2018128,2.1720535469055178,12,4,1424.16,2105.61,2018121
GBOV_LP03_S2A_BART_20180518_20180518_001_UOS_V3.0_README.TXT,S2A,BART,20180518,2018138,3.2194327631512203,12,4,1424.16,2105.61,2018137
GBOV_LP03_S2A_BART_20180617_20180617_001_UOS_V3.0_README.TXT,S2A,BART,20180617,2018168,4.821408758163452,12,4,1424.16,2105.61,2018161
GBOV_LP03_S2A_BART_20180707_20180707_001_UOS_V3.0_README.TXT,S2A,BART,20180707,2018188,5.148517293930054,12,4,1424.16,2105.61,2018185
GBOV_LP03_S2A_BART_20180806_20180806_001_UOS_V3.0_README.TXT,S2A,BART,20180806,2018218,4.750740346908569,12,4,1424.16,2105.61,2018217
GBOV_LP03_S2A_BART_20180816_20180816_001_UOS_V3.0_README.TXT,S2A,BART,20180816,2018228,4.688187944889068,12,4,1424.16,2105.61,2018225
GBOV_LP03_S2A_BART_20180826_20180826_001_UOS_V3.0_README.TXT,S2A,BART,20180826,2018238,4.497509500980377,12,4,1424.16,2105.61,2018233
GBOV_LP03_S2A_BART_20180905_20180905_001_UOS_V3.0_README.TXT,S2A,BART,20180905,2018248,4.3461113452911375,12,4,1424.16,2105.61,2018241
GBOV_LP03_S2A_BART_20181005_20181005_001_UOS_V3.0_README.TXT,S2A,BART,20181005,2018278,3.4096338105201722,12,4,1424.16,2105.61,2018273
GBOV_LP03_S2A_BLAN_20180213_20180213_001_UOS_V3.0_README.TXT,S2A,BLAN,20180213,2018044,0.4538613919700895,11,5,225.04,2250.38,2018041
GBOV_LP03_S2A_BLAN_20180305_20180305_001_UOS_V3.0_README.TXT,S2A,BLAN,20180305,2018064,0.4087348127634161,11,5,225.04,2250.38,2018057
GBOV_LP03_S2A_BLAN_20180414_20180414_001_UOS_V3.0_README.TXT,S2A,BLAN,20180414,2018104,0.5405656723193375,11,5,225.04,2250.38,2018097
GBOV_LP03_S2A_BLAN_20180504_20180504_001_UOS_V3.0_README.TXT,S2A,BLAN,20180504,2018124,0.8151435631543699,11,5,225.04,2250.38,2018121
GBOV_LP03_S2A_BLAN_20180514_20180514_001_UOS_V3.0_README.TXT,S2A,BLAN,20180514,2018134,1.1807352667556534,11,5,225.04,2250.38,2018129
GBOV_LP03_S2A_BLAN_20180524_20180524_001_UOS_V3.0_README.TXT,S2A,BLAN,20180524,2018144,1.4094669041889054,11,5,225.04,2250.38,2018137
GBOV_LP03_S2A_BLAN_20180703_20180703_001_UOS_V3.0_README.TXT,S2A,BLAN,20180703,2018184,1.590580491643203,11,5,225.04,2250.38,2018177
GBOV_LP03_S2A_BLAN_20180713_20180713_001_UOS_V3.0_README.TXT,S2A,BLAN,20180713,2018194,1.3772054003632588,11,5,225.04,2250.38,2018193
GBOV_LP03_S2A_BLAN_20180921_20180921_001_UOS_V3.0_README.TXT,S2A,BLAN,20180921,2018264,1.113280060339947,11,5,225.04,2250.38,2018257
GBOV_LP03_S2A_BLAN_20181001_20181001_001_UOS_V3.0_README.TXT,S2A,BLAN,20181001,2018274,1.046111974985369,11,5,225.04,2250.38,2018273
GBOV_LP03_S2A_BLAN_20181110_20181110_001_UOS_V3.0_README.TXT,S2A,BLAN,20181110,2018314,0.39789091691535006,11,5,225.04,2250.38,2018313
GBOV_LP03_S2A_CPER_20180517_20180517_001_UOS_V3.0_README.TXT,S2A,CPER,20180517,2018137,0.09681882534176112,10,4,2203.77,173.89,2018137
GBOV_LP03_S2A_CPER_20180524_20180524_001_UOS_V3.0_README.TXT,S2A,CPER,20180524,2018144,0.13347165718674658,10,4,2203.77,173.89,2018137
GBOV_LP03_S2A_CPER_20180527_20180527_001_UOS_V3.0_README.TXT,S2A,CPER,20180527,2018147,0.16257405713200568,10,4,2203.77,173.89,2018145
GBOV_LP03_S2A_CPER_20180603_20180603_001_UOS_V3.0_README.TXT,S2A,CPER,20180603,2018154,0.1456120515242219,10,4,2203.77,173.89,2018153
GBOV_LP03_S2A_CPER_20180626_20180626_001_UOS_V3.0_README.TXT,S2A,CPER,20180626,2018177,0.04439610122430204,10,4,2203.77,173.89,2018177
GBOV_LP03_S2A_DELA_20180304_20180304_001_UOS_V3.0_README.TXT,S2A,DELA,20180304,2018063,1.3686120146512986,10,5,1789.49,1435.02,2018057
GBOV_LP03_S2A_DELA_20180314_20180314_001_UOS_V3.0_README.TXT,S2A,DELA,20180314,2018073,1.5516907477378845,10,5,1789.49,1435.02,2018073
GBOV_LP03_S2A_DELA_20180513_20180513_001_UOS_V3.0_README.TXT,S2A,DELA,20180513,2018133,5.237669160366059,10,5,1789.49,1435.02,2018129
GBOV_LP03_S2A_DELA_20180602_20180602_001_UOS_V3.0_README.TXT,S2A,DELA,20180602,2018153,4.935536482334137,10,5,1789.49,1435.02,2018153
GBOV_LP03_S2A_DELA_20180712_20180712_001_UOS_V3.0_README.TXT,S2A,DELA,20180712,2018193,4.709726037979126,10,5,1789.49,1435.02,2018193
GBOV_LP03_S2A_DELA_20180722_20180722_001_UOS_V3.0_README.TXT,S2A,DELA,20180722,2018203,4.399181341884112,10,5,1789.49,1435.02,2018201
GBOV_LP03_S2A_DELA_20180920_20180920_001_UOS_V3.0_README.TXT,S2A,DELA,20180920,2018263,3.5803917241096497,10,5,1789.49,1435.02,2018257
GBOV_LP03_S2A_DELA_20180930_20180930_001_UOS_V3.0_README.TXT,S2A,DELA,20180930,2018273,2.8430934319129357,10,5,1789.49,1435.02,2018273
GBOV_LP03_S2A_DELA_20181030_20181030_001_UOS_V3.0_README.TXT,S2A,DELA,20181030,2018303,2.6492236077785494,10,5,1789.49,1435.02,2018297
GBOV_LP03_S2A_DSNY_20180104_20180104_001_UOS_V3.0_README.TXT,S2A,DSNY,20180104,2018004,1.7851845161202027,10,6,449.49,1962.62,2018001
GBOV_LP03_S2A_DSNY_20180124_20180124_001_UOS_V3.0_README.TXT,S2A,DSNY,20180124,2018024,1.4901201466924137,10,6,449.49,1962.62,2018017
GBOV_LP03_S2A_DSNY_20180305_20180305_001_UOS_V3.0_README.TXT,S2A,DSNY,20180305,2018064,1.9274732105585994,10,6,449.49,1962.62,2018057
GBOV_LP03_S2A_DSNY_20180315_20180315_001_UOS_V3.0_README.TXT,S2A,DSNY,20180315,2018074,2.0488778243259507,10,6,449.49,1962.62,2018073
GBOV_LP03_S2A_DSNY_20180325_20180325_001_UOS_V3.0_README.TXT,S2A,DSNY,20180325,2018084,2.0426300873561782,10,6,449.49,1962.62,2018081
GBOV_LP03_S2A_DSNY_20180404_20180404_001_UOS_V3.0_README.TXT,S2A,DSNY,20180404,2018094,2.1822099868132145,10,6,449.49,1962.62,2018089
GBOV_LP03_S2A_DSNY_20180424_20180424_001_UOS_V3.0_README.TXT,S2A,DSNY,20180424,2018114,2.272042158915072,10,6,449.49,1962.62,2018113
GBOV_LP03_S2A_DSNY_20180504_20180504_001_UOS_V3.0_README.TXT,S2A,DSNY,20180504,2018124,2.0431527354053616,10,6,449.49,1962.62,2018121
GBOV_LP03_S2A_DSNY_20180524_20180524_001_UOS_V3.0_README.TXT,S2A,DSNY,20180524,2018144,2.4737894413422565,10,6,449.49,1962.62,2018137
