,Satellite,Site name,DOY,Site value,h,v,line,samp,c6 DOY
363,S2A,STEI,2018219,4.357411521853822,11,4,1077.35,1731.83,2018217
364,S2A,STEI,2018222,3.34629610763199,11,4,1077.35,1731.83,2018217
365,S2A,STEI,2018229,4.366909780502319,11,4,1077.35,1731.83,2018225
366,S2A,STEI,2018249,3.9607497668266296,11,4,1077.35,1731.83,2018249
367,S2A,STEI,2018259,3.347893067598343,11,4,1077.35,1731.83,2018257
368,S2A,STEI,2018269,2.887415424306342,11,4,1077.35,1731.83,2018265
369,S2A,STEI,2018289,1.5252234596014023,11,4,1077.35,1731.83,2018289
386,S2A,UNDE,2018132,1.6021637079691646,11,4,903.35,1935.23,2018129
387,S2A,UNDE,2018142,2.379530526170827,11,4,903.35,1935.23,2018137
388,S2A,UNDE,2018149,3.625030634379146,11,4,903.35,1935.23,2018145
389,S2A,UNDE,2018162,4.2424575030201614,11,4,903.35,1935.23,2018161
390,S2A,UNDE,2018169,4.460339105859095,11,4,903.35,1935.23,2018169
391,S2A,UNDE,2018172,4.48922500717506,11,4,903.35,1935.23,2018169
392,S2A,UNDE,2018179,4.5642404773018574,11,4,903.35,1935.23,2018177
393,S2A,UNDE,2018189,4.531323449780243,11,4,903.35,1935.23,2018185
394,S2A,UNDE,2018199,4.4959298255650895,11,4,903.35,1935.23,2018193
395,S2A,UNDE,2018212,4.499188969833682,11,4,903.35,1935.23,2018209
396,S2A,UNDE,2018222,4.250835836574596,11,4,903.35,1935.23,2018217
397,S2A,UNDE,2018249,3.776202664230809,11,4,903.35,1935.23,2018249
398,S2A,UNDE,2018259,3.1805529967703,11,4,903.35,1935.23,2018257
399,S2A,WOOD,2018141,0.20837923344604822,11,4,688.72,594.74,2018137
400,S2A,WOOD,2018144,0.39044821473083113,11,4,688.72,594.74,2018137
401,S2A,WOOD,2018151,0.547560417892957,11,4,688.72,594.74,2018145
402,S2A,WOOD,2018154,0.7143371770478258,11,4,688.72,594.74,2018153
403,S2A,WOOD,2018184,1.092463085639108,11,4,688.72,594.74,2018177
404,S2A,WOOD,2018191,1.1303895103688142,11,4,688.72,594.74,2018185
405,S2A,WOOD,2018194,1.1194473787991688,11,4,688.72,594.74,2018193
406,S2A,WOOD,2018204,1.0671356735807476,11,4,688.72,594.74,2018201
407,S2A,WOOD,2018211,0.9090868779505142,11,4,688.72,594.74,2018209
408,S2A,WOOD,2018221,0.7821997611811666,11,4,688.72,594.74,2018217
409,S2A,WOOD,2018224,0.7167041690060587,11,4,688.72,594.74,2018217
410,S2A,WOOD,2018234,0.5586773927765664,11,4,688.72,594.74,2018233
411,S2A,WOOD,2018241,0.5189796970649199,11,4,688.72,594.74,2018241
412,S2A,WOOD,2018244,0.5235623524646567,11,4,688.72,594.74,2018241
413,S2A,WOOD,2018251,0.45840178294615314,11,4,688.72,594.74,2018249
414,S2A,WOOD,2018254,0.42082686330934965,11,4,688.72,594.74,2018249
415,S2A,WOOD,2018264,0.4026616385789833,11,4,688.72,594.74,2018257
416,S2A,WOOD,2018271,0.3205661426740463,11,4,688.72,594.74,2018265
657,S2B,STEI,2018127,1.5078232795000077,11,4,1077.35,1731.83,2018121
658,S2B,STEI,2018137,2.1945306357649184,11,4,1077.35,1731.83,2018137
659,S2B,STEI,2018164,3.8096470457056295,11,4,1077.35,1731.83,2018161
660,S2B,STEI,2018174,4.8766570520401,11,4,1077.35,1731.83,2018169
661,S2B,STEI,2018184,5.137483401298523,11,4,1077.35,1731.83,2018177
662,S2B,STEI,2018187,5.0222786211967465,11,4,1077.35,1731.83,2018185
663,S2B,STEI,2018197,4.9538565707206725,11,4,1077.35,1731.83,2018193
664,S2B,STEI,2018204,4.381340391635895,11,4,1077.35,1731.83,2018201
665,S2B,STEI,2018217,4.61020008802414,11,4,1077.35,1731.83,2018217
666,S2B,STEI,2018224,4.55536863565445,11,4,1077.35,1731.83,2018217
667,S2B,STEI,2018227,4.1114529776573185,11,4,1077.35,1731.83,2018225
668,S2B,STEI,2018234,4.353832232952118,11,4,1077.35,1731.83,2018233
669,S2B,STEI,2018254,3.684717741012573,11,4,1077.35,1731.83,2018249
670,S2B,STEI,2018257,3.474048070907593,11,4,1077.35,1731.83,2018257
671,S2B,STEI,2018297,1.2689080293645565,11,4,1077.35,1731.83,2018297
672,S2B,STEI,2018307,1.113574434410442,11,4,1077.35,1731.83,2018305
694,S2B,UNDE,2018124,1.3871177898512945,11,4,903.35,1935.23,2018121
695,S2B,UNDE,2018127,1.4236781157628455,11,4,903.35,1935.23,2018121
696,S2B,UNDE,2018164,4.543689397850422,11,4,903.35,1935.23,2018161
697,S2B,UNDE,2018174,4.608245929082234,11,4,903.35,1935.23,2018169
698,S2B,UNDE,2018187,4.901796073624582,11,4,903.35,1935.23,2018185
699,S2B,UNDE,2018197,4.796605885630906,11,4,903.35,1935.23,2018193
700,S2B,UNDE,2018204,4.7095783575616705,11,4,903.35,1935.23,2018201
701,S2B,UNDE,2018217,3.919017799875953,11,4,903.35,1935.23,2018217
702,S2B,UNDE,2018224,4.466736046954839,11,4,903.35,1935.23,2018217
703,S2B,UNDE,2018234,4.205301629172431,11,4,903.35,1935.23,2018233
704,S2B,UNDE,2018254,3.514114119789817,11,4,903.35,1935.23,2018249
705,S2B,UNDE,2018257,3.3179643455177845,11,4,903.35,1935.23,2018257
706,S2B,UNDE,2018297,1.1273946954746439,11,4,903.35,1935.23,2018297
707,S2B,WOOD,2018139,0.1973305782200871,11,4,688.72,594.74,2018137
708,S2B,WOOD,2018156,0.6921779677422359,11,4,688.72,594.74,2018153
709,S2B,WOOD,2018166,0.9086491730478075,11,4,688.72,594.74,2018161
710,S2B,WOOD,2018169,0.989097178590541,11,4,688.72,594.74,2018169
711,S2B,WOOD,2018186,1.0544962737056398,11,4,688.72,594.74,2018185
712,S2B,WOOD,2018196,1.0472755624790384,11,4,688.72,594.74,2018193
713,S2B,WOOD,2018206,0.9623637964850977,11,4,688.72,594.74,2018201
714,S2B,WOOD,2018216,0.830218619770474,11,4,688.72,594.74,2018209
715,S2B,WOOD,2018219,0.7357999432086945,11,4,688.72,594.74,2018217
716,S2B,WOOD,2018226,0.6504266888204248,11,4,688.72,594.74,2018225
717,S2B,WOOD,2018246,0.4792878192783606,11,4,688.72,594.74,2018241
718,S2B,WOOD,2018259,0.3130694316192107,11,4,688.72,594.74,2018257
